epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1285.6,0.74766,0.50469,0.97041,0.93064,0.87304,0.92561,0.64424,1.14837,0.6072,1.21691,0.00013454,0.00013454,0.00013454
185,1287.86,0.75531,0.49648,0.98726,0.9364,0.88618,0.93955,0.64737,1.1283,0.60401,1.20207,0.000127467,0.000127467,0.000127467
186,1290.41,0.76711,0.50161,0.99284,0.91877,0.88227,0.93224,0.64845,1.13503,0.59693,1.20697,0.000120393,0.000120393,0.000120393
187,1292.64,0.75905,0.50673,0.98398,0.92233,0.90879,0.94317,0.65241,1.1366,0.5888,1.20777,0.00011332,0.00011332,0.00011332
188,1294.88,0.78165,0.51243,1.00591,0.91444,0.91214,0.9431,0.64697,1.1455,0.5963,1.21358,0.000106246,0.000106246,0.000106246
189,1297.37,0.75928,0.50317,0.99668,0.91542,0.90792,0.93922,0.64868,1.14671,0.59201,1.21432,9.91726e-05,9.91726e-05,9.91726e-05
190,1299.58,0.75227,0.49561,0.98874,0.92224,0.89746,0.93407,0.65167,1.13914,0.58858,1.20689,9.20991e-05,9.20991e-05,9.20991e-05
191,1307.11,0.69474,0.43648,0.97498,0.91404,0.91397,0.93887,0.6494,1.149,0.60103,1.21541,8.50255e-05,8.50255e-05,8.50255e-05
192,1309.61,0.68197,0.41747,0.96593,0.92482,0.88496,0.93068,0.65195,1.13831,0.59212,1.21181,7.7952e-05,7.7952e-05,7.7952e-05
193,1312.13,0.67608,0.40463,0.97214,0.9213,0.87832,0.93024,0.65228,1.13468,0.58489,1.20755,7.08784e-05,7.08784e-05,7.08784e-05
194,1314.52,0.67424,0.41042,0.96429,0.90451,0.89068,0.9333,0.65083,1.13349,0.59072,1.20956,6.38049e-05,6.38049e-05,6.38049e-05
195,1317,0.67104,0.40148,0.95756,0.90731,0.88823,0.93238,0.64656,1.13964,0.59432,1.21215,5.67313e-05,5.67313e-05,5.67313e-05
196,1319.63,0.65237,0.3915,0.95311,0.90809,0.88599,0.93278,0.64739,1.1414,0.59649,1.21411,4.96578e-05,4.96578e-05,4.96578e-05
197,1322.02,0.65897,0.40186,0.96429,0.90899,0.86935,0.92622,0.64848,1.13877,0.59862,1.21319,4.25842e-05,4.25842e-05,4.25842e-05
198,1324.63,0.65853,0.39497,0.95451,0.90257,0.88082,0.93009,0.64712,1.13942,0.5973,1.21194,3.55107e-05,3.55107e-05,3.55107e-05
199,1329.51,0.64142,0.40013,0.95724,0.90853,0.87967,0.93036,0.64423,1.143,0.59903,1.21305,2.84371e-05,2.84371e-05,2.84371e-05
200,1336.13,0.65222,0.38885,0.94929,0.90299,0.8828,0.92495,0.64179,1.14361,0.59901,1.21277,2.13636e-05,2.13636e-05,2.13636e-05
