epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,376.272,0.69513,0.49395,0.97486,0.93052,0.94795,0.97099,0.77213,0.81304,0.4819,1.05983,0.000162835,0.000162835,0.000162835
181,377.771,0.69379,0.49679,0.97918,0.93915,0.95587,0.9674,0.76827,0.80217,0.47415,1.0581,0.000155761,0.000155761,0.000155761
182,379.28,0.69861,0.50107,0.97711,0.93678,0.93655,0.96216,0.76513,0.80358,0.47579,1.05763,0.000148687,0.000148687,0.000148687
183,380.861,0.67417,0.47671,0.96805,0.92748,0.94135,0.96767,0.76742,0.80483,0.48466,1.05976,0.000141614,0.000141614,0.000141614
184,382.453,0.68233,0.47491,0.96181,0.93088,0.94488,0.96694,0.76637,0.80056,0.47763,1.06026,0.00013454,0.00013454,0.00013454
185,383.975,0.65281,0.4554,0.95759,0.92649,0.94406,0.96271,0.76677,0.82183,0.48492,1.07044,0.000127467,0.000127467,0.000127467
186,385.714,0.67267,0.47917,0.94735,0.92499,0.94138,0.96285,0.77168,0.81218,0.48607,1.06274,0.000120393,0.000120393,0.000120393
187,387.244,0.68058,0.4745,0.97118,0.91654,0.94537,0.96258,0.77183,0.79944,0.48872,1.05287,0.00011332,0.00011332,0.00011332
188,388.773,0.67453,0.48061,0.96237,0.92148,0.94024,0.96289,0.77465,0.80081,0.48454,1.05617,0.000106246,0.000106246,0.000106246
189,390.289,0.6713,0.45358,0.95968,0.92579,0.93651,0.95964,0.77827,0.8015,0.48209,1.06024,9.91726e-05,9.91726e-05,9.91726e-05
190,391.847,0.65107,0.46073,0.93762,0.92135,0.94109,0.96055,0.77537,0.80091,0.47963,1.0618,9.20991e-05,9.20991e-05,9.20991e-05
191,398.973,0.58608,0.40771,0.93042,0.9227,0.94118,0.96539,0.78011,0.80959,0.48204,1.06552,8.50255e-05,8.50255e-05,8.50255e-05
192,400.653,0.56772,0.38256,0.90606,0.92841,0.94456,0.96418,0.77139,0.81642,0.48739,1.06793,7.7952e-05,7.7952e-05,7.7952e-05
193,402.869,0.57141,0.37906,0.92317,0.92716,0.94311,0.9618,0.77598,0.81063,0.48566,1.06158,7.08784e-05,7.08784e-05,7.08784e-05
194,404.911,0.56664,0.38348,0.91068,0.93019,0.94093,0.96084,0.77453,0.80334,0.48051,1.05652,6.38049e-05,6.38049e-05,6.38049e-05
195,406.757,0.55852,0.37245,0.90524,0.93148,0.94161,0.9596,0.77449,0.80375,0.47546,1.05798,5.67313e-05,5.67313e-05,5.67313e-05
196,408.378,0.54538,0.36987,0.90351,0.93143,0.94944,0.96424,0.77321,0.80655,0.46945,1.06026,4.96578e-05,4.96578e-05,4.96578e-05
197,410.268,0.55194,0.36631,0.90993,0.93038,0.95714,0.96595,0.77236,0.80113,0.46611,1.05822,4.25842e-05,4.25842e-05,4.25842e-05
198,414.993,0.53773,0.35995,0.90817,0.9285,0.96007,0.96603,0.7716,0.80075,0.46384,1.05858,3.55107e-05,3.55107e-05,3.55107e-05
199,416.918,0.54796,0.35431,0.90601,0.92408,0.9607,0.96618,0.77179,0.7997,0.46719,1.05837,2.84371e-05,2.84371e-05,2.84371e-05
200,418.691,0.54749,0.35263,0.89864,0.92415,0.9607,0.96538,0.7797,0.79487,0.46916,1.05757,2.13636e-05,2.13636e-05,2.13636e-05
