epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,125.29,1.11786,0.87512,1.17085,0.74128,0.8065,0.81676,0.53677,1.22876,0.93504,1.30244,0.00111776,0.00111776,0.00111776
46,127.779,1.11558,0.86159,1.15852,0.79924,0.77472,0.82734,0.54033,1.21407,1.02765,1.27749,0.00111069,0.00111069,0.00111069
47,130.26,1.13234,0.87306,1.15888,0.83005,0.77294,0.8579,0.55486,1.21438,0.88388,1.25827,0.00110362,0.00110362,0.00110362
48,132.752,1.1204,0.87345,1.16922,0.75905,0.71816,0.77861,0.5069,1.18205,1.0855,1.24358,0.00109654,0.00109654,0.00109654
49,135.197,1.11181,0.85054,1.16435,0.73082,0.81969,0.82517,0.53369,1.19819,0.95377,1.24719,0.00108947,0.00108947,0.00108947
50,137.62,1.11782,0.86488,1.16235,0.78891,0.81638,0.85704,0.56056,1.18172,0.87959,1.251,0.0010824,0.0010824,0.0010824
51,140.098,1.09452,0.83659,1.13798,0.81884,0.81465,0.85845,0.55348,1.23086,0.89779,1.301,0.00107532,0.00107532,0.00107532
52,142.548,1.11936,0.85193,1.16077,0.82463,0.79272,0.85506,0.5603,1.17994,0.87793,1.24622,0.00106825,0.00106825,0.00106825
53,145.006,1.0856,0.81876,1.13782,0.82846,0.79187,0.84996,0.55258,1.25259,0.91522,1.31646,0.00106118,0.00106118,0.00106118
54,147.462,1.10255,0.80897,1.14281,0.83727,0.77288,0.84655,0.56984,1.15884,0.89097,1.22764,0.0010541,0.0010541,0.0010541
55,149.955,1.10369,0.83311,1.14661,0.78632,0.79997,0.85563,0.5427,1.224,0.92459,1.26859,0.00104703,0.00104703,0.00104703
56,152.42,1.11202,0.84622,1.17471,0.80047,0.78626,0.84263,0.54253,1.20533,0.91659,1.24267,0.00103995,0.00103995,0.00103995
57,154.887,1.08418,0.80173,1.13765,0.79076,0.771,0.7949,0.5192,1.17101,0.97851,1.22793,0.00103288,0.00103288,0.00103288
58,157.365,1.08557,0.79583,1.14538,0.80029,0.82549,0.85367,0.56948,1.17094,0.84343,1.22587,0.00102581,0.00102581,0.00102581
59,159.82,1.06334,0.77207,1.122,0.83706,0.7729,0.84379,0.55698,1.1569,0.89113,1.21534,0.00101873,0.00101873,0.00101873
60,162.315,1.08034,0.76061,1.12378,0.86462,0.81861,0.8633,0.57905,1.131,0.85325,1.20319,0.00101166,0.00101166,0.00101166
61,164.799,1.05769,0.7697,1.12577,0.81083,0.8197,0.84932,0.57599,1.16161,0.86534,1.21939,0.00100459,0.00100459,0.00100459
62,167.264,1.07003,0.77251,1.13106,0.81474,0.77366,0.81837,0.54877,1.16297,0.90686,1.22519,0.000997513,0.000997513,0.000997513
63,169.714,1.09101,0.79162,1.14982,0.82471,0.7292,0.81606,0.53491,1.19715,0.92669,1.26307,0.00099044,0.00099044,0.00099044
64,172.182,1.0453,0.76124,1.11782,0.82734,0.79061,0.84708,0.55915,1.17145,0.88531,1.22749,0.000983366,0.000983366,0.000983366
65,174.669,1.02751,0.7318,1.12276,0.81121,0.79557,0.84818,0.54589,1.21415,0.89942,1.2468,0.000976293,0.000976293,0.000976293
66,177.121,1.06475,0.75184,1.12239,0.85507,0.81003,0.85551,0.56907,1.17111,0.86464,1.22389,0.000969219,0.000969219,0.000969219
67,179.563,1.05676,0.78538,1.12936,0.80791,0.85026,0.875,0.59119,1.14454,0.8122,1.21067,0.000962146,0.000962146,0.000962146
68,182.056,1.03549,0.74471,1.09792,0.84614,0.82599,0.85004,0.57124,1.18127,0.8265,1.25825,0.000955072,0.000955072,0.000955072
69,184.535,1.0649,0.74286,1.12657,0.85538,0.8131,0.85743,0.58161,1.17724,0.86188,1.24345,0.000947999,0.000947999,0.000947999
70,186.986,1.07221,0.77657,1.13368,0.85728,0.81993,0.86727,0.59153,1.12892,0.81666,1.20713,0.000940925,0.000940925,0.000940925
71,189.478,1.02704,0.75454,1.12212,0.85052,0.81957,0.87169,0.59046,1.13613,0.79564,1.19452,0.000933851,0.000933851,0.000933851
72,191.919,1.02838,0.72904,1.10151,0.80886,0.81866,0.85329,0.56359,1.19046,0.85837,1.24712,0.000926778,0.000926778,0.000926778
73,194.386,1.03223,0.71276,1.1017,0.86712,0.78993,0.86481,0.56111,1.19766,0.87621,1.26791,0.000919704,0.000919704,0.000919704
74,196.947,1.0103,0.72124,1.10117,0.83282,0.82497,0.87412,0.59342,1.12818,0.78337,1.21769,0.000912631,0.000912631,0.000912631
75,199.438,1.00854,0.70154,1.103,0.86227,0.79829,0.86357,0.58036,1.15178,0.83477,1.23604,0.000905557,0.000905557,0.000905557
76,201.902,1.00558,0.72131,1.09656,0.87217,0.78708,0.86688,0.57956,1.1421,0.84545,1.21829,0.000898484,0.000898484,0.000898484
77,204.355,1.02198,0.71223,1.12049,0.82117,0.826,0.8607,0.57028,1.18607,0.85905,1.25842,0.00089141,0.00089141,0.00089141
78,206.817,1.01027,0.70694,1.10583,0.85547,0.82492,0.8727,0.59997,1.12968,0.80868,1.2233,0.000884337,0.000884337,0.000884337
79,209.331,0.99902,0.70198,1.09793,0.85675,0.80114,0.87051,0.58389,1.15109,0.82783,1.22126,0.000877263,0.000877263,0.000877263
80,211.802,0.999,0.70915,1.10155,0.83667,0.81483,0.84787,0.56122,1.17337,0.869,1.24963,0.00087019,0.00087019,0.00087019
81,214.266,1.00148,0.71837,1.0899,0.85837,0.80015,0.87566,0.59498,1.15916,0.77439,1.25684,0.000863116,0.000863116,0.000863116
82,216.79,0.98899,0.70193,1.09798,0.87662,0.78603,0.87351,0.56626,1.18138,0.81835,1.24198,0.000856042,0.000856042,0.000856042
83,219.27,0.99884,0.69745,1.08592,0.8393,0.83601,0.86966,0.57789,1.1411,0.83692,1.22131,0.000848969,0.000848969,0.000848969
84,221.737,0.99299,0.70055,1.09087,0.80854,0.80378,0.83033,0.55164,1.1783,0.86703,1.26095,0.000841895,0.000841895,0.000841895
85,224.239,1.00593,0.68467,1.09585,0.84911,0.81172,0.88366,0.5882,1.14989,0.79479,1.2366,0.000834822,0.000834822,0.000834822
86,226.701,0.99573,0.69106,1.08643,0.91323,0.79453,0.89421,0.59985,1.14497,0.76514,1.22144,0.000827748,0.000827748,0.000827748
87,229.222,0.99391,0.69381,1.09646,0.8281,0.83588,0.87086,0.58333,1.13701,0.80243,1.20486,0.000820675,0.000820675,0.000820675
88,231.672,0.97536,0.70292,1.09835,0.8583,0.8279,0.88279,0.58773,1.15505,0.82415,1.21398,0.000813601,0.000813601,0.000813601
89,234.168,0.97703,0.67223,1.07545,0.89544,0.80531,0.89596,0.60153,1.13676,0.79288,1.21358,0.000806528,0.000806528,0.000806528
90,236.654,0.99002,0.68088,1.08623,0.83328,0.83987,0.86952,0.58823,1.14488,0.79534,1.22961,0.000799454,0.000799454,0.000799454
91,239.123,0.9654,0.66871,1.0842,0.84539,0.84251,0.87847,0.59248,1.15099,0.78889,1.21383,0.00079238,0.00079238,0.00079238
92,241.59,0.96694,0.68831,1.08429,0.88532,0.84428,0.90118,0.6034,1.14914,0.73079,1.22548,0.000785307,0.000785307,0.000785307
93,244.091,0.94551,0.66841,1.07207,0.87321,0.8093,0.87329,0.59351,1.12989,0.80906,1.20968,0.000778233,0.000778233,0.000778233
94,246.639,0.98532,0.67246,1.09651,0.8774,0.80882,0.86787,0.5804,1.14983,0.8157,1.22059,0.00077116,0.00077116,0.00077116
95,249.22,0.97612,0.68183,1.08083,0.80965,0.82644,0.85439,0.56807,1.15933,0.81776,1.2498,0.000764086,0.000764086,0.000764086
96,251.691,0.96514,0.66525,1.07006,0.82172,0.84097,0.8722,0.59325,1.13823,0.79619,1.2263,0.000757013,0.000757013,0.000757013
97,255.124,0.93914,0.64619,1.06698,0.87845,0.7872,0.86438,0.5878,1.16164,0.77922,1.25224,0.000749939,0.000749939,0.000749939
98,257.592,0.94637,0.65941,1.06281,0.8555,0.81836,0.87067,0.5871,1.15117,0.82315,1.23128,0.000742866,0.000742866,0.000742866
99,260.066,0.91043,0.61984,1.05066,0.86473,0.82997,0.88036,0.60144,1.11578,0.77897,1.21322,0.000735792,0.000735792,0.000735792
100,262.517,0.9448,0.6377,1.0712,0.83198,0.85706,0.87691,0.59363,1.13155,0.77688,1.22119,0.000728719,0.000728719,0.000728719
101,264.99,0.9392,0.63376,1.06455,0.85653,0.86065,0.88174,0.60331,1.11949,0.7758,1.22146,0.000721645,0.000721645,0.000721645
102,267.454,0.95629,0.63375,1.07165,0.81845,0.85234,0.85599,0.58408,1.17957,0.79497,1.26473,0.000714571,0.000714571,0.000714571
103,269.933,0.94512,0.64272,1.06796,0.85855,0.82734,0.87579,0.59544,1.12965,0.80076,1.21828,0.000707498,0.000707498,0.000707498
104,272.441,0.94303,0.63087,1.06124,0.84352,0.84074,0.86055,0.58399,1.16501,0.78811,1.24848,0.000700424,0.000700424,0.000700424
105,274.937,0.93013,0.63764,1.06982,0.84809,0.81679,0.86648,0.59053,1.14979,0.80265,1.22855,0.000693351,0.000693351,0.000693351
106,277.446,0.92535,0.63081,1.05435,0.85819,0.81419,0.86638,0.58455,1.14343,0.76079,1.23138,0.000686277,0.000686277,0.000686277
107,279.931,0.91683,0.6376,1.05931,0.83076,0.83933,0.86743,0.58715,1.13218,0.79961,1.21938,0.000679204,0.000679204,0.000679204
108,282.392,0.93269,0.62846,1.06961,0.8575,0.81543,0.8686,0.59594,1.13649,0.78134,1.22947,0.00067213,0.00067213,0.00067213
109,284.854,0.92582,0.62137,1.06454,0.87743,0.82913,0.87383,0.59056,1.14619,0.76597,1.23271,0.000665057,0.000665057,0.000665057
110,287.313,0.91055,0.61933,1.053,0.84419,0.84687,0.87368,0.58329,1.14474,0.78511,1.23835,0.000657983,0.000657983,0.000657983
111,289.807,0.9326,0.64524,1.07134,0.83931,0.85315,0.87537,0.59043,1.1086,0.77943,1.21298,0.000650909,0.000650909,0.000650909
112,292.258,0.91939,0.63419,1.05442,0.87893,0.81706,0.87318,0.58533,1.1441,0.75937,1.24822,0.000643836,0.000643836,0.000643836
113,294.725,0.91268,0.62119,1.06082,0.84397,0.83619,0.8593,0.57451,1.17524,0.79824,1.25426,0.000636762,0.000636762,0.000636762
114,297.189,0.90027,0.61152,1.05443,0.87573,0.83564,0.88296,0.5907,1.1499,0.74456,1.23405,0.000629689,0.000629689,0.000629689
115,299.666,0.9146,0.61689,1.05605,0.88677,0.83344,0.88826,0.60684,1.16159,0.72323,1.26825,0.000622615,0.000622615,0.000622615
116,302.159,0.90584,0.61789,1.05992,0.81748,0.86332,0.87656,0.59476,1.14733,0.76609,1.24075,0.000615542,0.000615542,0.000615542
117,304.639,0.93212,0.63432,1.07595,0.84173,0.84119,0.87233,0.60066,1.14281,0.77183,1.24104,0.000608468,0.000608468,0.000608468
118,307.145,0.93214,0.62698,1.06655,0.85606,0.85239,0.87501,0.59664,1.13615,0.75672,1.23042,0.000601395,0.000601395,0.000601395
119,309.595,0.90235,0.59746,1.05625,0.86818,0.81898,0.86546,0.5947,1.13818,0.75286,1.22785,0.000594321,0.000594321,0.000594321
120,312.114,0.89196,0.6067,1.0492,0.82512,0.84729,0.86239,0.57426,1.16445,0.81105,1.26071,0.000587248,0.000587248,0.000587248
121,314.6,0.90221,0.60451,1.04845,0.86342,0.85153,0.87579,0.59442,1.16382,0.7509,1.24783,0.000580174,0.000580174,0.000580174
122,317.075,0.92066,0.61881,1.04518,0.85393,0.84674,0.88552,0.60522,1.12215,0.73835,1.2224,0.0005731,0.0005731,0.0005731
123,319.551,0.89024,0.59677,1.05002,0.87062,0.83326,0.88326,0.59764,1.13916,0.72001,1.22309,0.000566027,0.000566027,0.000566027
124,322.034,0.88841,0.59265,1.05142,0.86584,0.84163,0.89306,0.60516,1.14321,0.74528,1.24412,0.000558953,0.000558953,0.000558953
125,324.507,0.8726,0.58475,1.04909,0.8703,0.83326,0.87839,0.60298,1.12155,0.745,1.22218,0.00055188,0.00055188,0.00055188
126,326.948,0.87066,0.57607,1.03345,0.88647,0.83229,0.8854,0.60954,1.12733,0.7465,1.22428,0.000544806,0.000544806,0.000544806
127,329.459,0.85398,0.57381,1.02162,0.89358,0.82849,0.88412,0.60644,1.12142,0.71863,1.2313,0.000537733,0.000537733,0.000537733
128,331.933,0.86043,0.56475,1.03116,0.87322,0.83955,0.87157,0.60093,1.12196,0.73959,1.22631,0.000530659,0.000530659,0.000530659
129,334.372,0.87865,0.60013,1.03308,0.82989,0.84079,0.87916,0.6037,1.13507,0.72796,1.23251,0.000523586,0.000523586,0.000523586
130,336.834,0.86679,0.57832,1.03197,0.86402,0.85512,0.88872,0.60166,1.14808,0.72079,1.24465,0.000516512,0.000516512,0.000516512
131,339.298,0.86948,0.58218,1.03713,0.85727,0.85356,0.88467,0.59219,1.14067,0.74483,1.24583,0.000509438,0.000509438,0.000509438
132,341.778,0.86582,0.56691,1.02442,0.85083,0.84255,0.87233,0.58751,1.16446,0.77558,1.23401,0.000502365,0.000502365,0.000502365
133,344.271,0.87503,0.57456,1.03669,0.85021,0.86329,0.86773,0.59552,1.14094,0.74071,1.24361,0.000495291,0.000495291,0.000495291
134,346.784,0.87798,0.5737,1.04052,0.84781,0.87169,0.87511,0.60198,1.12899,0.75972,1.23169,0.000488218,0.000488218,0.000488218
135,349.284,0.85684,0.58798,1.0218,0.855,0.87569,0.88036,0.59692,1.1394,0.76857,1.22541,0.000481144,0.000481144,0.000481144
136,351.739,0.84986,0.56833,1.02114,0.87001,0.86072,0.88662,0.60677,1.1222,0.71348,1.2268,0.000474071,0.000474071,0.000474071
137,354.2,0.84967,0.56269,1.02322,0.875,0.83494,0.87799,0.60278,1.12438,0.72981,1.21356,0.000466997,0.000466997,0.000466997
138,356.652,0.85139,0.56619,1.03559,0.86275,0.84681,0.8869,0.61709,1.11794,0.73668,1.21299,0.000459924,0.000459924,0.000459924
139,359.151,0.84804,0.56379,1.02353,0.88112,0.84276,0.88333,0.61385,1.11944,0.72755,1.20851,0.00045285,0.00045285,0.00045285
140,361.643,0.82034,0.54529,1.01012,0.87304,0.84882,0.88298,0.61613,1.09575,0.71918,1.20511,0.000445777,0.000445777,0.000445777
141,364.083,0.85655,0.55954,1.02125,0.87621,0.8352,0.87328,0.61421,1.09469,0.72426,1.21668,0.000438703,0.000438703,0.000438703
142,366.639,0.83327,0.54674,1.01704,0.88852,0.83494,0.88024,0.59881,1.13429,0.75276,1.22646,0.000431629,0.000431629,0.000431629
143,369.098,0.84173,0.55335,1.01978,0.88196,0.84487,0.88176,0.61065,1.11857,0.70033,1.21597,0.000424556,0.000424556,0.000424556
144,371.582,0.83807,0.56337,1.02444,0.87999,0.83557,0.88661,0.61331,1.12019,0.70504,1.23527,0.000417482,0.000417482,0.000417482
145,374.094,0.83648,0.54705,1.01697,0.85626,0.85608,0.88383,0.61058,1.13118,0.70585,1.24342,0.000410409,0.000410409,0.000410409
146,376.64,0.84279,0.55645,1.02226,0.86448,0.85553,0.87779,0.60393,1.12924,0.71985,1.23775,0.000403335,0.000403335,0.000403335
147,379.123,0.82547,0.54599,1.02426,0.86592,0.81134,0.87576,0.59964,1.14403,0.72233,1.25847,0.000396262,0.000396262,0.000396262
148,381.618,0.83684,0.54357,1.01184,0.84455,0.84617,0.88299,0.6072,1.12408,0.70919,1.23967,0.000389188,0.000389188,0.000389188
149,384.105,0.81745,0.54519,1.00712,0.84243,0.87698,0.88481,0.60758,1.12109,0.70928,1.22088,0.000382115,0.000382115,0.000382115
150,386.567,0.81134,0.53327,1.01487,0.86545,0.84884,0.878,0.60948,1.10923,0.70286,1.22093,0.000375041,0.000375041,0.000375041
151,389.036,0.83158,0.54227,1.02236,0.85662,0.85647,0.87457,0.61689,1.11036,0.71851,1.21439,0.000367967,0.000367967,0.000367967
152,391.537,0.81629,0.54818,1.01639,0.86711,0.84548,0.88669,0.62124,1.10526,0.71457,1.21553,0.000360894,0.000360894,0.000360894
153,394.028,0.84058,0.55447,1.02053,0.86402,0.84724,0.88311,0.61522,1.10839,0.71068,1.2237,0.00035382,0.00035382,0.00035382
154,396.497,0.80678,0.52808,1.00469,0.84883,0.85348,0.88146,0.61128,1.11759,0.71747,1.22778,0.000346747,0.000346747,0.000346747
155,399.091,0.79813,0.52885,1.00005,0.86014,0.85518,0.88562,0.61645,1.10624,0.73147,1.22201,0.000339673,0.000339673,0.000339673
156,401.53,0.82246,0.54483,1.01447,0.88373,0.84792,0.88481,0.61702,1.09904,0.71324,1.21755,0.0003326,0.0003326,0.0003326
157,403.99,0.81213,0.53625,1.01059,0.88655,0.85568,0.8889,0.6085,1.11708,0.71383,1.22947,0.000325526,0.000325526,0.000325526
158,406.473,0.81158,0.53834,1.00659,0.874,0.85192,0.87501,0.60041,1.12773,0.72324,1.24343,0.000318453,0.000318453,0.000318453
159,409,0.78859,0.52353,1.00264,0.85091,0.86894,0.87843,0.60691,1.14499,0.71855,1.26379,0.000311379,0.000311379,0.000311379
160,411.466,0.80092,0.5234,1.0081,0.84929,0.85779,0.88371,0.60738,1.13121,0.73137,1.23768,0.000304306,0.000304306,0.000304306
161,413.952,0.80051,0.5184,0.99502,0.85593,0.86444,0.8819,0.6077,1.14388,0.74556,1.26594,0.000297232,0.000297232,0.000297232
162,416.437,0.80519,0.52893,1.00081,0.84989,0.87456,0.88226,0.60974,1.14234,0.75194,1.25491,0.000290158,0.000290158,0.000290158
163,418.915,0.81088,0.52624,1.0058,0.85174,0.87127,0.88364,0.60988,1.13213,0.71483,1.24833,0.000283085,0.000283085,0.000283085
164,421.389,0.79757,0.52992,1.00752,0.85612,0.86579,0.88658,0.6124,1.12553,0.71705,1.24738,0.000276011,0.000276011,0.000276011
165,423.909,0.79601,0.52828,1.00905,0.86573,0.86363,0.89087,0.61951,1.11861,0.71632,1.24113,0.000268938,0.000268938,0.000268938
166,426.367,0.77895,0.51474,0.99271,0.87546,0.86013,0.89066,0.61471,1.1214,0.71013,1.25079,0.000261864,0.000261864,0.000261864
167,428.837,0.79145,0.52076,0.99061,0.85513,0.86009,0.89482,0.61325,1.1144,0.70957,1.23722,0.000254791,0.000254791,0.000254791
168,431.332,0.78609,0.51455,0.99897,0.85838,0.87716,0.89232,0.61349,1.12737,0.72725,1.23417,0.000247717,0.000247717,0.000247717
169,433.833,0.77549,0.51531,0.98882,0.85846,0.88142,0.89349,0.61561,1.12577,0.72509,1.23977,0.000240644,0.000240644,0.000240644
170,436.315,0.79527,0.51645,1.00462,0.85574,0.87657,0.8936,0.62057,1.10969,0.71054,1.23963,0.00023357,0.00023357,0.00023357
171,438.887,0.79544,0.51815,1.00542,0.87078,0.83596,0.88463,0.61639,1.11443,0.71423,1.24561,0.000226497,0.000226497,0.000226497
172,441.354,0.76247,0.51802,0.99232,0.86992,0.8568,0.88607,0.61297,1.12735,0.71572,1.25074,0.000219423,0.000219423,0.000219423
173,443.848,0.77433,0.50639,0.9973,0.85181,0.85194,0.87806,0.60742,1.13598,0.72633,1.26776,0.000212349,0.000212349,0.000212349
174,446.325,0.77572,0.50473,0.99277,0.85958,0.88242,0.89147,0.61652,1.1218,0.71376,1.25203,0.000205276,0.000205276,0.000205276
175,448.838,0.77889,0.51855,0.99703,0.85854,0.86853,0.88668,0.61857,1.11587,0.72064,1.23732,0.000198202,0.000198202,0.000198202
176,451.362,0.7696,0.50793,0.98945,0.87882,0.85311,0.89079,0.61748,1.11541,0.69866,1.23797,0.000191129,0.000191129,0.000191129
177,453.808,0.76135,0.50171,0.98886,0.87269,0.86874,0.88806,0.61628,1.11801,0.69615,1.24436,0.000184055,0.000184055,0.000184055
178,456.259,0.74288,0.47522,0.9801,0.88396,0.82737,0.88369,0.61134,1.12114,0.72302,1.24737,0.000176982,0.000176982,0.000176982
179,458.759,0.76482,0.49794,0.98626,0.88314,0.83875,0.88387,0.60764,1.13539,0.72242,1.26045,0.000169908,0.000169908,0.000169908
180,461.255,0.7591,0.49169,0.98903,0.88165,0.84723,0.88587,0.61366,1.11238,0.71266,1.25233,0.000162835,0.000162835,0.000162835
181,463.721,0.74565,0.49765,0.98523,0.87889,0.85801,0.88768,0.61577,1.11414,0.72063,1.24369,0.000155761,0.000155761,0.000155761
182,466.184,0.76184,0.50131,0.99851,0.88175,0.86533,0.88994,0.61739,1.11883,0.70591,1.25145,0.000148687,0.000148687,0.000148687
183,468.682,0.73041,0.48285,0.98133,0.86349,0.8634,0.88781,0.61444,1.1148,0.70385,1.25386,0.000141614,0.000141614,0.000141614
184,471.159,0.73853,0.48101,0.98366,0.87063,0.85716,0.88783,0.61727,1.11565,0.70782,1.24695,0.00013454,0.00013454,0.00013454
185,473.652,0.74042,0.4898,0.97661,0.85981,0.85605,0.88716,0.61574,1.11638,0.702,1.2457,0.000127467,0.000127467,0.000127467
